,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Size_Flash Storage,Size_HDD,Size_Hybrid,Size_SSD,ppi
992,Lenovo,Notebook,15.6,Others,4,Intel,No OS,1.9,0,0,0,128,100.45466986113651
993,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,0,0,0,256,141.21199808219862
994,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.68,0,0,0,256,165.6321180513006
995,Asus,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.4,0,0,0,256,276.053530085501
996,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.11,0,0,0,256,165.6321180513006
997,Acer,Notebook,15.6,Others,4,Intel,Windows 10,2.4,0,500,0,0,100.45466986113651
998,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.5,0,0,0,256,141.21199808219862
999,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.48,0,0,0,512,157.3505121487356
1000,Acer,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.7,0,0,0,128,141.21199808219862
1001,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.34,0,0,0,256,165.6321180513006
1002,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.18,0,0,0,128,100.45466986113651
1003,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.64,0,500,0,0,111.93520355955211
1004,Toshiba,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.2,0,0,0,128,165.6321180513006
1005,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.48,0,0,0,256,111.93520355955211
1006,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.95,0,0,0,256,157.3505121487356
1007,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,1.43,0,0,0,256,157.3505121487356
1008,HP,Notebook,14.0,Intel Core i5,8,Nvidia,Windows 10,1.64,0,0,0,256,157.3505121487356
1009,HP,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,1.64,0,500,0,0,111.93520355955211
1010,Dell,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.65,0,0,1,0,141.21199808219862
1011,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,1.26,0,500,0,0,176.23257360658386
1012,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.48,0,0,0,256,157.3505121487356
1013,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.54,0,0,0,256,157.3505121487356
1014,HP,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,1.49,0,500,0,0,117.82653006268643
1015,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.5,0,0,0,256,117.82653006268643
1016,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.04,0,0,0,256,100.45466986113651
1017,Lenovo,Notebook,17.3,Intel Core i7,16,Nvidia,Windows 7,2.4,0,0,0,512,124.85570541621553
1018,Toshiba,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.47,0,0,0,256,157.3505121487356
1019,HP,Notebook,14.0,Intel Core i7,8,Intel,Windows 10,1.43,0,0,0,256,157.3505121487356
1020,Dell,2 in 1 Convertible,15.6,Intel Core i3,4,Intel,Windows 10,2.08,0,1,0,0,141.21199808219862
1021,Toshiba,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,0,0,0,256,165.6321180513006
1022,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.11,0,0,0,256,165.6321180513006
1023,HP,Notebook,14.0,Intel Core i7,8,Nvidia,Windows 10,1.64,0,0,0,256,157.3505121487356
1024,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.09,0,500,0,0,141.21199808219862
1025,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,1.26,0,0,0,256,125.36742798669837
1026,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,2.31,0,500,0,0,111.93520355955211
1027,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.95,0,500,0,0,111.93520355955211
1028,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.29,0,0,0,256,276.053530085501
1029,HP,Notebook,17.3,Intel Core i5,8,Nvidia,Windows 10,2.63,0,0,0,256,127.33567457123111
1030,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.64,0,0,0,256,111.93520355955211
1031,Acer,Notebook,15.6,AMD,6,AMD,Windows 10,2.1,0,1,0,0,100.45466986113651
1032,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,0,0,0,128,127.33567457123111
1033,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,1.95,0,0,0,256,157.3505121487356
1034,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,1.84,0,0,0,256,141.21199808219862
1035,HP,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.26,0,0,0,256,176.23257360658386
1036,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.04,0,500,0,0,100.45466986113651
1037,Toshiba,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.47,0,0,0,256,157.3505121487356
1038,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 7,2.09,0,0,0,256,141.21199808219862
1039,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.64,0,0,0,256,157.3505121487356
1040,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,4,Intel,Windows 10,1.8,0,0,0,256,141.21199808219862
1041,Vero,Notebook,14.0,Others,2,Intel,Windows 10,1.45,32,0,0,0,111.93520355955211
1042,Toshiba,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.4,0,0,0,256,141.21199808219862
1043,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,0,0,0,256,141.21199808219862
1044,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.54,0,500,0,0,157.3505121487356
1045,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.84,0,0,0,256,141.21199808219862
1046,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,1.43,0,0,0,256,157.3505121487356
1047,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.78,0,0,0,256,127.33567457123111
1048,Lenovo,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.6,0,0,0,128,127.33567457123111
1049,Asus,Netbook,11.6,Others,4,Intel,Chrome OS,1.2,16,0,0,0,135.0942111925629
1050,Lenovo,Notebook,14.0,Intel Core i7,16,Intel,Windows 7,1.1,0,0,0,256,209.8006828649808
1051,HP,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,1.91,0,1,0,0,141.21199808219862
1052,Dell,2 in 1 Convertible,15.6,Intel Core i5,8,Intel,Windows 10,2.3,0,0,0,256,141.21199808219862
1053,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.04,0,0,0,256,100.45466986113651
1054,Dell,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.2,0,0,0,1,276.053530085501
1055,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.31,0,500,0,0,100.45466986113651
1056,HP,Notebook,15.6,Intel Core i5,4,Intel,No OS,1.96,0,500,0,0,100.45466986113651
1057,Acer,Notebook,15.6,AMD,8,AMD,Windows 10,2.4,0,1,0,0,100.45466986113651
1058,Dell,2 in 1 Convertible,13.3,Intel Core i7,12,Intel,Windows 10,1.6,0,0,0,256,165.6321180513006
1059,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.94,0,0,0,256,141.21199808219862
1060,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.04,0,0,0,256,141.21199808219862
1061,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,No OS,4.0,0,1,0,0,127.33567457123111
1062,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.25,0,1,0,0,141.21199808219862
1063,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,2.32,0,1,0,0,141.21199808219862
1064,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,1.8,0,0,0,256,141.21199808219862
1065,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.29,0,0,0,256,165.6321180513006
1066,Asus,Gaming,17.3,Intel Core i7,64,Nvidia,Windows 10,3.58,0,0,0,1,127.33567457123111
1067,Dell,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.62,0,0,0,256,165.6321180513006
1068,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,3.21,0,0,0,256,138.46177587823902
1069,Apple,Ultrabook,12.0,Others,8,Intel,Mac OS X,0.92,256,0,0,0,226.41554716935852
1070,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.06,0,500,0,0,100.45466986113651
1071,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.31,0,500,0,0,100.45466986113651
1072,HP,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,1.26,0,0,0,256,176.23257360658386
1073,HP,Notebook,13.3,Intel Core i7,8,Intel,Windows 10,1.49,0,0,0,256,165.6321180513006
1074,Lenovo,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.3,0,0,0,256,176.23257360658386
1075,Lenovo,Notebook,17.3,Intel Core i5,8,AMD,Windows 10,3.0,0,1,0,0,106.11306214269258
1076,Lenovo,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.3,0,1,0,0,141.21199808219862
1077,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.78,0,0,0,256,127.33567457123111
1078,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.1,0,500,0,0,100.45466986113651
1079,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 7,2.31,0,500,0,0,141.21199808219862
1080,Lenovo,Ultrabook,12.5,Others,8,Intel,Windows 10,0.99,0,0,0,512,234.9767648087785
1081,Lenovo,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.6,0,0,0,512,127.33567457123111
1082,Lenovo,2 in 1 Convertible,10.1,Others,4,Intel,Windows 10,0.69,64,0,0,0,224.17380907857276
1083,HP,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.3,0,0,0,512,162.40629351131793
1084,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.18,0,0,0,256,141.21199808219862
1085,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 7,1.54,0,500,0,0,157.3505121487356
1086,HP,Workstation,15.6,Intel Core i7,8,AMD,Windows 7,1.9,0,0,0,256,141.21199808219862
1087,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,1.7,0,0,0,180,157.3505121487356
1088,HP,Notebook,13.3,Others,4,Intel,Chrome OS,1.29,32,0,0,0,276.053530085501
1089,Acer,Notebook,15.6,AMD,4,AMD,Windows 10,2.4,0,500,0,0,100.45466986113651
1090,Dell,Notebook,15.6,Others,4,Intel,Linux,2.2,0,500,0,0,100.45466986113651
1091,HP,Notebook,15.6,Intel Core i3,4,Intel,No OS,1.86,0,1,0,0,100.45466986113651
1092,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,0,0,0,256,127.33567457123111
1093,Dell,Ultrabook,13.3,Intel Core i5,4,AMD,Windows 10,1.4,0,0,0,256,165.6321180513006
1094,HP,Netbook,12.5,Intel Core i5,4,Intel,Windows 7,2.4,0,0,0,128,125.36742798669837
1095,Acer,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.4,0,0,0,256,141.21199808219862
1096,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.36,0,1,0,0,141.21199808219862
1097,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.6,0,0,0,256,127.33567457123111
1098,HP,Notebook,15.6,Others,4,Intel,Windows 10,1.96,0,1,0,0,100.45466986113651
1099,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.3,0,0,0,128,127.33567457123111
1100,Dell,Ultrabook,12.5,Intel Core i3,4,Intel,Windows 7,1.5,0,500,0,0,125.36742798669837
1101,Dell,Ultrabook,12.5,Intel Core i3,4,Intel,Windows 7,1.5,0,0,0,128,125.36742798669837
1102,Acer,Notebook,15.6,Others,4,Intel,Chrome OS,2.2,0,0,0,16,100.45466986113651
1103,HP,Workstation,17.3,Intel Core i7,8,AMD,Windows 7,3.0,0,1,0,0,127.33567457123111
1104,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.4,0,0,0,512,141.21199808219862
1105,Dell,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,1.5,0,0,0,256,125.36742798669837
1106,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.9,0,0,0,128,127.33567457123111
1107,Lenovo,2 in 1 Convertible,15.6,Intel Core i5,4,Intel,Windows 10,2.1,0,0,0,256,141.21199808219862
1108,HP,Notebook,15.6,AMD,4,AMD,Windows 10,2.1,0,1,0,0,141.21199808219862
1109,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.59,0,0,0,128,141.21199808219862
1110,HP,Notebook,13.3,Others,8,Intel,Windows 10,1.16,0,0,0,256,276.053530085501
1111,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 7,2.24,0,500,0,0,100.45466986113651
1112,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,0,0,0,128,100.45466986113651
1113,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.16,0,0,0,512,165.6321180513006
1114,Lenovo,2 in 1 Convertible,10.1,Others,4,Intel,Android,0.69,64,0,0,0,224.17380907857276
1115,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.23,0,0,0,256,165.6321180513006
1116,Lenovo,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.6,0,0,0,256,127.33567457123111
1117,Razer,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.25,0,0,0,256,172.8002962960423
1118,Toshiba,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.05,0,0,0,512,165.6321180513006
1119,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,3.52,0,0,0,128,127.33567457123111
1120,Vero,Notebook,13.3,Others,4,Intel,Windows 10,1.35,32,0,0,0,165.6321180513006
1121,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.16,0,0,0,256,165.6321180513006
1122,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,1.43,0,0,0,256,157.3505121487356
1123,Dell,Notebook,15.6,Intel Core i5,4,Intel,Linux,2.09,0,500,0,0,100.45466986113651
1124,Asus,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.0,0,1,0,0,100.45466986113651
1125,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,1.8,0,0,0,256,157.3505121487356
1126,Lenovo,2 in 1 Convertible,10.1,Others,4,Intel,Windows 10,0.69,64,0,0,0,224.17380907857276
1127,HP,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,1.26,0,0,0,256,125.36742798669837
1128,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,No OS,2.4,0,0,0,128,141.21199808219862
1129,HP,Gaming,17.3,Intel Core i5,8,Nvidia,Windows 10,3.35,0,0,0,128,127.33567457123111
1130,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.04,0,1,0,0,100.45466986113651
1131,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Nvidia,Windows 7,1.8,0,0,0,512,157.3505121487356
1132,Asus,Notebook,14.0,Others,4,Intel,Windows 10,1.5,32,0,0,0,111.93520355955211
1133,HP,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 10,1.84,0,0,0,256,141.21199808219862
1134,Acer,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.23,0,1,0,0,141.21199808219862
1135,Lenovo,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,2.5,0,0,1,0,141.21199808219862
1136,HP,Workstation,17.3,Intel Core i7,8,Nvidia,Windows 7,3.0,0,0,0,256,127.33567457123111
1137,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.5,0,1,0,0,100.45466986113651
1138,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.78,0,0,0,256,127.33567457123111
1139,HP,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 7,1.88,0,0,0,256,141.21199808219862
1140,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,Intel,Windows 10,2.8,0,0,0,512,209.8006828649808
1141,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.4,0,0,0,128,141.21199808219862
1142,HP,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.48,0,0,0,256,165.6321180513006
1143,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 7,2.59,0,0,0,256,141.21199808219862
1144,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.48,0,0,0,256,220.84282406840083
1145,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 7,2.0,0,0,0,256,141.21199808219862
1146,HP,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 7,1.26,0,0,0,256,176.23257360658386
1147,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.18,0,0,0,256,141.21199808219862
1148,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 7,1.88,0,0,0,256,141.21199808219862
1149,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,1.27,0,0,0,256,209.8006828649808
1150,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,1.9,0,1,0,0,100.45466986113651
1151,HP,Notebook,15.6,AMD,4,AMD,Windows 10,1.86,0,500,0,0,100.45466986113651
1152,Lenovo,Notebook,15.6,Intel Core i5,8,AMD,No OS,2.32,0,1,0,0,141.21199808219862
1153,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.62,0,1,0,0,141.21199808219862
1154,Dell,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.04,0,0,0,256,138.46177587823902
1155,HP,Notebook,15.6,AMD,4,AMD,Windows 10,1.91,0,0,0,256,141.21199808219862
1156,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.7,0,0,0,256,127.33567457123111
1157,Lenovo,Ultrabook,14.0,Intel Core i7,12,Intel,Windows 7,1.4,0,0,0,512,157.3505121487356
1158,Lenovo,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.5,0,0,1,0,141.21199808219862
1159,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.48,0,0,0,512,220.84282406840083
1160,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,1.7,0,0,0,256,157.3505121487356
1161,MSI,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,1.7,0,0,0,256,157.3505121487356
1162,HP,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.62,0,1,0,0,141.21199808219862
1163,Lenovo,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,2.2,0,1,0,0,100.45466986113651
1164,HP,Notebook,15.6,Intel Core i5,4,Intel,No OS,2.1,0,500,0,0,100.45466986113651
1165,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.62,0,0,0,128,138.46177587823902
1166,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.95,0,0,0,256,141.21199808219862
1167,Lenovo,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,2.2,0,1,0,0,141.21199808219862
1168,HP,Notebook,14.0,Others,2,Intel,Windows 10,1.44,32,0,0,0,111.93520355955211
1169,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,1,0,0,141.21199808219862
1170,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,1.96,0,0,0,256,141.21199808219862
1171,HP,Notebook,15.6,Intel Core i7,16,Intel,Windows 10,2.1,0,0,0,512,141.21199808219862
1172,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,500,0,0,100.45466986113651
1173,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,2.1,0,500,0,0,100.45466986113651
1174,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,No OS,2.2,0,1,0,0,141.21199808219862
1175,Asus,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,2.0,0,0,0,256,157.3505121487356
1176,Lenovo,Notebook,15.6,Intel Core i7,4,Intel,Windows 7,2.32,0,0,1,0,141.21199808219862
1177,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,3.31,0,0,0,512,141.21199808219862
1178,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,1.91,0,0,0,128,141.21199808219862
1179,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.07,0,500,0,0,100.45466986113651
1180,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,Intel,Windows 10,1.36,0,0,0,256,209.8006828649808
1181,Lenovo,Ultrabook,15.6,Intel Core i7,6,Nvidia,Windows 10,1.54,0,0,0,256,141.21199808219862
1182,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Linux,1.98,0,0,0,256,141.21199808219862
1183,Acer,Notebook,15.6,Others,4,Intel,Windows 10,2.1,0,500,0,0,100.45466986113651
1184,HP,Notebook,15.6,Intel Core i7,6,Nvidia,Windows 10,2.18,0,1,0,0,141.21199808219862
1185,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.591,0,0,0,256,141.21199808219862
1186,Dell,2 in 1 Convertible,15.6,Intel Core i7,16,Intel,Windows 10,2.09,0,0,0,512,141.21199808219862
1187,Acer,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.23,0,0,0,256,141.21199808219862
1188,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Linux,1.23,0,0,0,256,276.053530085501
1189,Acer,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.2,0,0,0,256,127.33567457123111
1190,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.4,0,1,0,0,141.21199808219862
1191,Samsung,2 in 1 Convertible,12.3,Others,4,ARM,Chrome OS,1.15,32,0,0,0,234.50740003017813
1192,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,1.86,0,500,0,0,100.45466986113651
1193,Apple,Ultrabook,12.0,Others,8,Intel,Mac OS X,0.92,256,0,0,0,226.41554716935852
1194,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.6,0,0,0,256,165.6321180513006
1195,HP,Notebook,15.6,Intel Core i7,12,Nvidia,Windows 10,2.21,0,0,0,128,141.21199808219862
1196,Lenovo,Notebook,15.6,Intel Core i3,4,AMD,No OS,1.9,0,1,0,0,100.45466986113651
1197,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.3,0,0,0,512,127.33567457123111
1198,Acer,Notebook,15.6,Others,4,Intel,Linux,2.1,0,1,0,0,100.45466986113651
1199,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.43,0,0,0,256,127.33567457123111
1200,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.3,0,0,0,128,100.45466986113651
1201,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,No OS,2.2,0,500,0,0,100.45466986113651
1202,Dell,2 in 1 Convertible,15.6,Intel Core i7,16,Intel,Windows 10,2.0,0,0,0,512,141.21199808219862
1203,Dell,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.2,0,0,0,512,276.053530085501
1204,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,1,0,0,141.21199808219862
1205,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.36,0,0,0,256,141.21199808219862
1206,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.91,0,0,0,256,100.45466986113651
1207,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,2.2,0,500,0,0,100.45466986113651
1208,Acer,Notebook,17.3,Intel Core i3,8,Nvidia,Windows 10,3.3,0,1,0,0,106.11306214269258
1209,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.2,0,0,0,256,141.21199808219862
1210,Apple,Ultrabook,12.0,Others,8,Intel,Mac OS X,0.92,512,0,0,0,226.41554716935852
1211,Asus,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.2,0,0,0,128,141.21199808219862
1212,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.43,0,0,0,256,127.33567457123111
1213,Dell,2 in 1 Convertible,15.6,Intel Core i5,8,Intel,Windows 10,2.191,0,0,0,256,141.21199808219862
1214,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.9,0,0,0,256,127.33567457123111
1215,Acer,Netbook,11.6,Others,2,Intel,Chrome OS,1.3,0,0,0,32,135.0942111925629
1216,Acer,Notebook,17.3,Intel Core i3,4,Nvidia,Windows 10,3.3,0,1,0,0,106.11306214269258
1217,Lenovo,Notebook,17.3,Intel Core i5,8,Intel,No OS,2.8,0,1,0,0,106.11306214269258
1218,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.6,0,0,0,128,141.21199808219862
1219,Acer,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,1.2,0,0,0,256,157.3505121487356
1220,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.3,0,0,0,256,141.21199808219862
1221,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,0,0,128,141.21199808219862
1222,HP,Notebook,15.6,AMD,6,AMD,Windows 10,2.1,0,1,0,0,141.21199808219862
1223,Dell,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,1.26,0,0,0,256,176.23257360658386
1224,Dell,2 in 1 Convertible,15.0,Intel Core i3,4,Intel,Windows 10,2.08,0,500,0,0,146.86047800548656
1225,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.65,0,1,0,0,100.45466986113651
1226,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.29,0,0,0,256,276.053530085501
1227,Dell,Notebook,15.6,Intel Core i5,4,Intel,Linux,2.18,0,1,0,0,100.45466986113651
1228,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.6,0,0,0,128,141.21199808219862
1229,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,0,0,128,141.21199808219862
1230,Lenovo,Netbook,12.5,Intel Core i7,16,Intel,Windows 10,1.3,0,0,0,512,176.23257360658386
1231,Razer,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,1.95,0,0,0,1,157.3505121487356
1232,Dell,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,2.3,0,1,0,0,100.45466986113651
1233,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.7,0,0,0,256,127.33567457123111
1234,Apple,Ultrabook,11.6,Intel Core i5,4,Intel,Mac OS X,1.08,256,0,0,0,135.0942111925629
1235,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,0,1,0,0,141.21199808219862
