,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,Size_Flash Storage,Size_HDD,Size_Hybrid,Size_SSD,ppi
907,Acer,Notebook,15.6,Others,4,Intel,Chrome OS,2.2,19127.52,16,0,0,0,141.21199808219862
908,Lenovo,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.6,42037.92,0,0,0,128,141.21199808219862
909,LG,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,0.98,101178.72,0,0,0,512,157.3505121487356
910,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.6,64202.4,0,0,0,256,157.3505121487356
911,HP,Ultrabook,12.5,Others,8,Intel,Windows 10,1.09,165168.0,0,0,0,240,172.8002962960423
912,Lenovo,Notebook,15.6,Intel Core i7,6,Nvidia,Windows 10,2.2,42037.92,0,0,0,256,141.21199808219862
913,HP,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.04,54291.78719999999,0,0,0,256,141.21199808219862
914,Acer,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.4,26586.72,0,1,0,0,141.21199808219862
915,Lenovo,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.44,46939.68,0,0,0,128,165.6321180513006
916,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.49,51148.8,0,0,0,256,165.6321180513006
917,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.7,85194.72,0,0,0,256,127.33567457123111
918,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.6,71874.72,0,0,0,128,141.21199808219862
919,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.2,59668.804800000005,0,0,0,128,141.21199808219862
920,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,2.18,36496.2672,0,1,0,0,100.45466986113651
921,HP,Ultrabook,15.6,Intel Core i7,8,AMD,Windows 10,1.84,69103.62719999999,0,0,0,256,141.21199808219862
922,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.39,61218.72,0,0,0,256,276.053530085501
923,Toshiba,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.4,105228.0,0,0,0,256,141.21199808219862
924,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.37,97236.0,0,0,0,512,165.6321180513006
925,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,1.95,38889.072,0,500,0,0,100.45466986113651
926,Lenovo,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.36,87912.0,0,0,0,256,176.23257360658386
927,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.31,62071.2,0,0,0,256,141.21199808219862
928,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.18,37725.4368,0,1,0,0,100.45466986113651
929,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.95,61218.72,0,500,0,0,111.93520355955211
930,Lenovo,Notebook,15.6,Others,4,Intel,Windows 10,2.2,16463.52,0,1,0,0,100.45466986113651
931,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,1.26,84129.12,0,500,0,0,176.23257360658386
932,HP,Notebook,15.6,Others,4,Intel,No OS,1.86,15392.592,0,1,0,0,100.45466986113651
933,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.3,95850.72,0,0,0,1,276.053530085501
934,Toshiba,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.47,58874.4,0,0,0,128,157.3505121487356
935,HP,Netbook,12.5,Intel Core i5,8,Intel,Windows 10,1.26,88924.31999999999,0,0,0,256,176.23257360658386
936,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.18,29762.208,0,1,0,0,100.45466986113651
937,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,63882.72,0,0,0,128,141.21199808219862
938,Dell,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.36,87325.92,0,0,0,256,157.3505121487356
939,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.36,146946.24,0,0,0,512,169.78089942830815
940,HP,Gaming,17.3,Intel Core i5,8,Nvidia,Windows 10,2.75,74538.72,0,0,0,128,127.33567457123111
941,Asus,Notebook,17.3,Others,4,Nvidia,Windows 10,2.8,28238.4,0,1,0,0,106.11306214269258
942,Acer,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.23,32980.32,0,500,0,0,100.45466986113651
943,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.2,59620.32,0,0,0,256,100.45466986113651
944,Lenovo,2 in 1 Convertible,11.3,Others,8,Intel,Windows 10,1.1,69210.72,0,0,0,256,194.94753717542463
945,Lenovo,Gaming,15.6,AMD,16,AMD,Windows 10,2.5,53226.72,0,0,0,512,141.21199808219862
946,Dell,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,1.36,78438.816,0,0,0,256,176.23257360658386
947,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,No OS,2.2,36496.8,0,1,0,0,141.21199808219862
948,Dell,Notebook,17.3,Intel Core i3,4,AMD,Windows 10,2.36,35111.52,0,1,0,0,106.11306214269258
949,Acer,Notebook,14.0,Others,4,Intel,Chrome OS,1.68,18594.72,32,0,0,0,111.93520355955211
950,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,119826.72,0,0,0,8,141.21199808219862
951,Dell,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.36,94572.0,0,0,0,256,157.3505121487356
952,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 7,1.2,77788.8,0,0,0,256,165.6321180513006
953,Asus,2 in 1 Convertible,12.5,Others,8,Intel,Chrome OS,1.2,61751.52,64,0,0,0,176.23257360658386
954,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.7,79333.3872,0,0,0,256,157.3505121487356
955,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.36,168045.12,0,0,0,512,124.85570541621553
956,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.24,101178.72,0,0,0,256,165.6321180513006
957,HP,2 in 1 Convertible,11.6,Others,4,Intel,Windows 10,1.45,41292.0,0,0,0,256,135.0942111925629
958,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.3,67559.04,0,0,0,256,276.053530085501
959,Acer,2 in 1 Convertible,11.6,Others,4,Intel,Chrome OS,1.25,20725.92,32,0,0,0,135.0942111925629
960,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,81784.8,0,0,0,256,165.6321180513006
961,Lenovo,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,1.36,93772.8,0,0,0,256,176.23257360658386
962,Acer,Notebook,15.6,Intel Core i5,12,Nvidia,Windows 10,2.4,53759.52,0,0,0,128,141.21199808219862
963,Toshiba,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.1,95371.2,0,0,0,512,176.23257360658386
964,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.04,45101.52,0,1,0,0,100.45466986113651
965,Dell,Notebook,15.6,Intel Core i3,4,AMD,Linux,2.25,24808.2336,0,1,0,0,100.45466986113651
966,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,1.9,43956.0,0,500,0,0,100.45466986113651
967,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.04,36496.8,0,500,0,0,141.21199808219862
968,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.42,167778.72,0,0,0,256,127.33567457123111
969,Lenovo,Notebook,15.6,Intel Core i5,6,Nvidia,Windows 10,2.4,37029.6,0,0,0,256,141.21199808219862
970,Dell,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.22,101178.72,0,0,0,512,276.053530085501
971,Dell,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.5,104587.57439999998,0,0,0,256,209.8006828649808
972,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.42,149184.0,0,0,0,256,127.33567457123111
973,Toshiba,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.95,62870.4,0,0,0,256,157.3505121487356
974,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.73,109218.672,0,0,0,256,127.33567457123111
975,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.04,52161.12,0,0,0,128,141.21199808219862
976,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 7,1.7,53386.56,0,0,508,0,111.93520355955211
977,Asus,2 in 1 Convertible,15.6,Intel Core i7,16,Nvidia,Windows 10,2.3,95850.72,0,0,0,512,138.46177587823902
978,HP,Notebook,15.6,Intel Core i7,6,Intel,Windows 10,2.04,30849.12,0,1,0,0,100.45466986113651
979,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.99,93186.72,0,0,0,256,127.33567457123111
980,Dell,2 in 1 Convertible,15.6,Intel Core i7,12,Intel,Windows 10,2.19,69210.72,0,0,0,512,141.21199808219862
981,Toshiba,Notebook,13.3,Intel Core i5,4,Intel,Windows 7,1.2,63669.6,0,0,0,128,165.6321180513006
982,Lenovo,Notebook,15.6,AMD,6,AMD,Windows 10,2.2,29250.72,0,0,0,256,141.21199808219862
983,Fujitsu,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.3,34578.72,0,0,0,256,100.45466986113651
984,Toshiba,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.75,48751.2,0,500,0,0,111.93520355955211
985,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,2.25,31914.72,0,500,0,0,100.45466986113651
986,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.04,42943.68,0,1,0,0,141.21199808219862
987,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.5,63349.92,0,0,0,128,141.21199808219862
988,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.36,39906.72,0,1,0,0,100.45466986113651
989,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.6,59620.32,0,0,0,128,157.3505121487356
990,HP,Netbook,12.5,Others,8,Intel,Windows 10,0.97,101658.24,0,0,0,512,176.23257360658386
991,HP,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.1,26586.72,0,0,0,128,141.21199808219862
992,Lenovo,Notebook,15.6,Others,4,Intel,No OS,1.9,14418.6336,0,0,0,128,100.45466986113651
993,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,71874.72,0,0,0,256,141.21199808219862
994,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.68,47365.92,0,0,0,256,165.6321180513006
995,Asus,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.4,61272.0,0,0,0,256,276.053530085501
996,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.11,71874.72,0,0,0,256,165.6321180513006
997,Acer,Notebook,15.6,Others,4,Intel,Windows 10,2.4,20246.4,0,500,0,0,100.45466986113651
998,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.5,95850.72,0,0,0,256,141.21199808219862
999,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.48,111301.92,0,0,0,512,157.3505121487356
1000,Acer,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.7,67132.8,0,0,0,128,141.21199808219862
1001,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.34,63349.92,0,0,0,256,165.6321180513006
1002,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.18,29144.16,0,0,0,128,100.45466986113651
1003,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.64,41505.12,0,500,0,0,111.93520355955211
1004,Toshiba,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.2,63669.6,0,0,0,128,165.6321180513006
1005,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.48,58607.46719999999,0,0,0,256,111.93520355955211
1006,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.95,64202.4,0,0,0,256,157.3505121487356
1007,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,1.43,77202.72,0,0,0,256,157.3505121487356
1008,HP,Notebook,14.0,Intel Core i5,8,Nvidia,Windows 10,1.64,55904.5728,0,0,0,256,157.3505121487356
1009,HP,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,1.64,36443.52,0,500,0,0,111.93520355955211
1010,Dell,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.65,50562.72,0,0,1,0,141.21199808219862
1011,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,1.26,81997.92,0,500,0,0,176.23257360658386
1012,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.48,84715.2,0,0,0,256,157.3505121487356
1013,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.54,100550.5488,0,0,0,256,157.3505121487356
1014,HP,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,1.49,42624.0,0,500,0,0,117.82653006268643
1015,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.5,64468.8,0,0,0,256,117.82653006268643
1016,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.04,41025.0672,0,0,0,256,100.45466986113651
1017,Lenovo,Notebook,17.3,Intel Core i7,16,Nvidia,Windows 7,2.4,158135.04,0,0,0,512,124.85570541621553
1018,Toshiba,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.47,79387.2,0,0,0,256,157.3505121487356
1019,HP,Notebook,14.0,Intel Core i7,8,Intel,Windows 10,1.43,118761.12,0,0,0,256,157.3505121487356
1020,Dell,2 in 1 Convertible,15.6,Intel Core i3,4,Intel,Windows 10,2.08,42410.3472,0,1,0,0,141.21199808219862
1021,Toshiba,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,84715.2,0,0,0,256,165.6321180513006
1022,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.11,61218.72,0,0,0,256,165.6321180513006
1023,HP,Notebook,14.0,Intel Core i7,8,Nvidia,Windows 10,1.64,63159.7104,0,0,0,256,157.3505121487356
1024,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.09,55754.3232,0,500,0,0,141.21199808219862
1025,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,1.26,83063.52,0,0,0,256,125.36742798669837
1026,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,2.31,63349.92,0,500,0,0,111.93520355955211
1027,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.95,56476.8,0,500,0,0,111.93520355955211
1028,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.29,86526.72,0,0,0,256,276.053530085501
1029,HP,Notebook,17.3,Intel Core i5,8,Nvidia,Windows 10,2.63,57542.4,0,0,0,256,127.33567457123111
1030,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.64,51841.44,0,0,0,256,111.93520355955211
1031,Acer,Notebook,15.6,AMD,6,AMD,Windows 10,2.1,21791.52,0,1,0,0,100.45466986113651
1032,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,63499.10399999999,0,0,0,128,127.33567457123111
1033,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,1.95,63669.6,0,0,0,256,157.3505121487356
1034,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,1.84,65480.5872,0,0,0,256,141.21199808219862
1035,HP,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.26,71874.72,0,0,0,256,176.23257360658386
1036,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.04,39533.76,0,500,0,0,100.45466986113651
1037,Toshiba,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.47,91908.0,0,0,0,256,157.3505121487356
1038,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 7,2.09,56633.976,0,0,0,256,141.21199808219862
1039,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.64,53839.9728,0,0,0,256,157.3505121487356
1040,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,4,Intel,Windows 10,1.8,45128.16,0,0,0,256,141.21199808219862
1041,Vero,Notebook,14.0,Others,2,Intel,Windows 10,1.45,11231.424,32,0,0,0,111.93520355955211
1042,Toshiba,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.4,75924.0,0,0,0,256,141.21199808219862
1043,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,55922.688,0,0,0,256,141.21199808219862
1044,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.54,53280.0,0,500,0,0,157.3505121487356
1045,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.84,112065.9552,0,0,0,256,141.21199808219862
1046,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,1.43,78268.31999999999,0,0,0,256,157.3505121487356
1047,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.78,82351.6992,0,0,0,256,127.33567457123111
1048,Lenovo,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.6,122010.66719999998,0,0,0,128,127.33567457123111
1049,Asus,Netbook,11.6,Others,4,Intel,Chrome OS,1.2,15339.311999999998,16,0,0,0,135.0942111925629
1050,Lenovo,Notebook,14.0,Intel Core i7,16,Intel,Windows 7,1.1,139593.6,0,0,0,256,209.8006828649808
1051,HP,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,1.91,52161.12,0,1,0,0,141.21199808219862
1052,Dell,2 in 1 Convertible,15.6,Intel Core i5,8,Intel,Windows 10,2.3,58288.32,0,0,0,256,141.21199808219862
1053,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.04,52161.12,0,0,0,256,100.45466986113651
1054,Dell,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.2,120093.12,0,0,0,1,276.053530085501
1055,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.31,37570.392,0,500,0,0,100.45466986113651
1056,HP,Notebook,15.6,Intel Core i5,4,Intel,No OS,1.96,26586.72,0,500,0,0,100.45466986113651
1057,Acer,Notebook,15.6,AMD,8,AMD,Windows 10,2.4,23922.72,0,1,0,0,100.45466986113651
1058,Dell,2 in 1 Convertible,13.3,Intel Core i7,12,Intel,Windows 10,1.6,69210.72,0,0,0,256,165.6321180513006
1059,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.94,96916.32,0,0,0,256,141.21199808219862
1060,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.04,57009.6,0,0,0,256,141.21199808219862
1061,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,No OS,4.0,53173.44,0,1,0,0,127.33567457123111
1062,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.25,29783.52,0,1,0,0,141.21199808219862
1063,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,2.32,52746.6672,0,1,0,0,141.21199808219862
1064,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,1.8,102777.12,0,0,0,256,141.21199808219862
1065,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.29,77682.23999999999,0,0,0,256,165.6321180513006
1066,Asus,Gaming,17.3,Intel Core i7,64,Nvidia,Windows 10,3.58,211788.0,0,0,0,1,127.33567457123111
1067,Dell,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.62,42517.9728,0,0,0,256,165.6321180513006
1068,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,3.21,70809.12,0,0,0,256,138.46177587823902
1069,Apple,Ultrabook,12.0,Others,8,Intel,Mac OS X,0.92,69264.0,256,0,0,0,226.41554716935852
1070,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.06,25679.8944,0,500,0,0,100.45466986113651
1071,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.31,63882.72,0,500,0,0,100.45466986113651
1072,HP,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,1.26,63882.72,0,0,0,256,176.23257360658386
1073,HP,Notebook,13.3,Intel Core i7,8,Intel,Windows 10,1.49,58075.2,0,0,0,256,165.6321180513006
1074,Lenovo,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.3,91294.7472,0,0,0,256,176.23257360658386
1075,Lenovo,Notebook,17.3,Intel Core i5,8,AMD,Windows 10,3.0,35111.52,0,1,0,0,106.11306214269258
1076,Lenovo,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.3,52054.56,0,1,0,0,141.21199808219862
1077,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.78,133146.72,0,0,0,256,127.33567457123111
1078,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.1,28771.2,0,500,0,0,100.45466986113651
1079,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 7,2.31,50083.2,0,500,0,0,141.21199808219862
1080,Lenovo,Ultrabook,12.5,Others,8,Intel,Windows 10,0.99,74538.72,0,0,0,512,234.9767648087785
1081,Lenovo,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.6,172627.19999999998,0,0,0,512,127.33567457123111
1082,Lenovo,2 in 1 Convertible,10.1,Others,4,Intel,Windows 10,0.69,34433.2656,64,0,0,0,224.17380907857276
1083,HP,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.3,109170.72,0,0,0,512,162.40629351131793
1084,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.18,39960.0,0,0,0,256,141.21199808219862
1085,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 7,1.54,54931.14719999999,0,500,0,0,157.3505121487356
1086,HP,Workstation,15.6,Intel Core i7,8,AMD,Windows 7,1.9,79653.59999999999,0,0,0,256,141.21199808219862
1087,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,1.7,63882.72,0,0,0,180,157.3505121487356
1088,HP,Notebook,13.3,Others,4,Intel,Chrome OS,1.29,32767.2,32,0,0,0,276.053530085501
1089,Acer,Notebook,15.6,AMD,4,AMD,Windows 10,2.4,20619.36,0,500,0,0,100.45466986113651
1090,Dell,Notebook,15.6,Others,4,Intel,Linux,2.2,20965.1472,0,500,0,0,100.45466986113651
1091,HP,Notebook,15.6,Intel Core i3,4,Intel,No OS,1.86,18434.3472,0,1,0,0,100.45466986113651
1092,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,85194.72,0,0,0,256,127.33567457123111
1093,Dell,Ultrabook,13.3,Intel Core i5,4,AMD,Windows 10,1.4,43601.688,0,0,0,256,165.6321180513006
1094,HP,Netbook,12.5,Intel Core i5,4,Intel,Windows 7,2.4,85194.72,0,0,0,128,125.36742798669837
1095,Acer,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.4,42570.72,0,0,0,256,141.21199808219862
1096,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.36,34035.264,0,1,0,0,141.21199808219862
1097,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.6,85194.72,0,0,0,256,127.33567457123111
1098,HP,Notebook,15.6,Others,4,Intel,Windows 10,1.96,26640.0,0,1,0,0,100.45466986113651
1099,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.3,122490.72,0,0,0,128,127.33567457123111
1100,Dell,Ultrabook,12.5,Intel Core i3,4,Intel,Windows 7,1.5,60480.792,0,500,0,0,125.36742798669837
1101,Dell,Ultrabook,12.5,Intel Core i3,4,Intel,Windows 7,1.5,62176.1616,0,0,0,128,125.36742798669837
1102,Acer,Notebook,15.6,Others,4,Intel,Chrome OS,2.2,11135.52,0,0,0,16,100.45466986113651
1103,HP,Workstation,17.3,Intel Core i7,8,AMD,Windows 7,3.0,154458.72,0,1,0,0,127.33567457123111
1104,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.4,63882.72,0,0,0,512,141.21199808219862
1105,Dell,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,1.5,75289.968,0,0,0,256,125.36742798669837
1106,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.9,80516.20319999999,0,0,0,128,127.33567457123111
1107,Lenovo,2 in 1 Convertible,15.6,Intel Core i5,4,Intel,Windows 10,2.1,46193.76,0,0,0,256,141.21199808219862
1108,HP,Notebook,15.6,AMD,4,AMD,Windows 10,2.1,21205.44,0,1,0,0,141.21199808219862
1109,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.59,71341.92,0,0,0,128,141.21199808219862
1110,HP,Notebook,13.3,Others,8,Intel,Windows 10,1.16,90522.72,0,0,0,256,276.053530085501
1111,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 7,2.24,40980.312,0,500,0,0,100.45466986113651
1112,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,22857.12,0,0,0,128,100.45466986113651
1113,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.16,104908.32,0,0,0,512,165.6321180513006
1114,Lenovo,2 in 1 Convertible,10.1,Others,4,Intel,Android,0.69,29250.72,64,0,0,0,224.17380907857276
1115,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.23,73473.12,0,0,0,256,165.6321180513006
1116,Lenovo,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.6,146519.46719999998,0,0,0,256,127.33567457123111
1117,Razer,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.25,54825.12,0,0,0,256,172.8002962960423
1118,Toshiba,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.05,118601.28,0,0,0,512,165.6321180513006
1119,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,3.52,69929.4672,0,0,0,128,127.33567457123111
1120,Vero,Notebook,13.3,Others,4,Intel,Windows 10,1.35,10442.88,32,0,0,0,165.6321180513006
1121,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.16,90043.2,0,0,0,256,165.6321180513006
1122,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,1.43,80612.64,0,0,0,256,157.3505121487356
1123,Dell,Notebook,15.6,Intel Core i5,4,Intel,Linux,2.09,27899.0064,0,500,0,0,100.45466986113651
1124,Asus,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.0,23176.8,0,1,0,0,100.45466986113651
1125,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,1.8,88924.31999999999,0,0,0,256,157.3505121487356
1126,Lenovo,2 in 1 Convertible,10.1,Others,4,Intel,Windows 10,0.69,25521.12,64,0,0,0,224.17380907857276
1127,HP,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,1.26,100965.6,0,0,0,256,125.36742798669837
1128,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,No OS,2.4,52693.92,0,0,0,128,141.21199808219862
1129,HP,Gaming,17.3,Intel Core i5,8,Nvidia,Windows 10,3.35,60153.12,0,0,0,128,127.33567457123111
1130,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.04,33513.119999999995,0,1,0,0,100.45466986113651
1131,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Nvidia,Windows 7,1.8,109244.2464,0,0,0,512,157.3505121487356
